protein,chain,group,group1,group1,group1,group1,group1,group1,group_old,group3,group1,group6,group4,,protein2,#amino acids,#keys,#keys_with_freq,,percent_threshold,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1
1S19,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,86,1S19,253,688883,2667126,,100,95,90,85,80,75,70,65,60,55,50
1TXI,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,114,1TXI,253,688826,2667126,,100,95,90,85,80,75,70,65,60,55,50
2HAM,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,221,2HAM,253,686010,2667126,,100,95,90,85,80,75,70,65,60,55,50
2HAR,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,222,2HAR,252,683699,2635500,,100,95,90,85,80,75,70,65,60,55,50
2HAS,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,223,2HAS,253,687205,2667126,,100,95,90,85,80,75,70,65,60,55,50
2HB7,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,224,2HB7,254,689232,2699004,,100,95,90,85,80,75,70,65,60,55,50
2HB8,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,225,2HB8,254,690201,2699004,,100,95,90,85,80,75,70,65,60,55,50
2HC4,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,226,2HC4,239,591789,2246839,,100,95,90,85,80,75,70,65,60,55,50
2O4J,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,256,2O4J,240,607168,2275280,,100,95,90,85,80,75,70,65,60,55,50
2O4R,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,257,2O4R,240,604983,2275280,,100,95,90,85,80,75,70,65,60,55,50
2ZFX,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,394,2ZFX,241,607971,2303960,,100,95,90,85,80,75,70,65,60,55,50
2ZL9,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,403,2ZL9,238,596071,2218636,,100,95,90,85,80,75,70,65,60,55,50
2ZLA,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,404,2ZLA,238,594666,2218636,,100,95,90,85,80,75,70,65,60,55,50
2ZLC,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,405,2ZLC,240,606949,2275280,,100,95,90,85,80,75,70,65,60,55,50
2ZMH,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,406,2ZMH,240,606707,2275280,,100,95,90,85,80,75,70,65,60,55,50
2ZMI,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,407,2ZMI,242,618131,2332880,,100,95,90,85,80,75,70,65,60,55,50
2ZMJ,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,408,2ZMJ,240,606858,2275280,,100,95,90,85,80,75,70,65,60,55,50
2ZXM,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,414,2ZXM,240,608221,2275280,,100,95,90,85,80,75,70,65,60,55,50
2ZXN,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,415,2ZXN,240,605678,2275280,,100,95,90,85,80,75,70,65,60,55,50
3A2H,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,418,3A2H,239,599251,2246839,,100,95,90,85,80,75,70,65,60,55,50
3A2I,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,419,3A2I,253,689477,2667126,,100,95,90,85,80,75,70,65,60,55,50
3A2J,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,420,3A2J,253,685779,2667126,,100,95,90,85,80,75,70,65,60,55,50
3A3Z,X,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,421,3A3Z,255,699098,2731135,,100,95,90,85,80,75,70,65,60,55,50
3A40,X,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,422,3A40,255,696673,2731135,,100,95,90,85,80,75,70,65,60,55,50
3A78,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,423,3A78,255,694867,2731135,,100,95,90,85,80,75,70,65,60,55,50
3AFR,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,431,3AFR,240,606664,2275280,,100,95,90,85,80,75,70,65,60,55,50
3AUN,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,434,3AUN,238,594675,2218636,,100,95,90,85,80,75,70,65,60,55,50
3AUQ,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,435,3AUQ,253,690517,2667126,,100,95,90,85,80,75,70,65,60,55,50
3AUR,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,436,3AUR,253,689232,2667126,,100,95,90,85,80,75,70,65,60,55,50
3AX8,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,437,3AX8,253,689955,2667126,,100,95,90,85,80,75,70,65,60,55,50
3AZ1,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,438,3AZ1,250,674331,2573000,,100,95,90,85,80,75,70,65,60,55,50
3AZ2,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,439,3AZ2,250,674123,2573000,,100,95,90,85,80,75,70,65,60,55,50
3AZ3,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,440,3AZ3,250,674972,2573000,,100,95,90,85,80,75,70,65,60,55,50
3B0T,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,443,3B0T,254,691656,2699004,,100,95,90,85,80,75,70,65,60,55,50
3CS4,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,468,3CS4,254,689642,2699004,,100,95,90,85,80,75,70,65,60,55,50
3CS6,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,469,3CS6,254,689663,2699004,,100,95,90,85,80,75,70,65,60,55,50
3DR1,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,485,3DR1,240,597201,2275280,,100,95,90,85,80,75,70,65,60,55,50
3KPZ,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,576,3KPZ,253,687706,2667126,,100,95,90,85,80,75,70,65,60,55,50
3M7R,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,592,3M7R,253,683721,2667126,,100,95,90,85,80,75,70,65,60,55,50
3O1D,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,613,3O1D,240,594703,2275280,,100,95,90,85,80,75,70,65,60,55,50
3O1E,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,614,3O1E,239,587989,2246839,,100,95,90,85,80,75,70,65,60,55,50
3OGT,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,623,3OGT,254,690841,2699004,,100,95,90,85,80,75,70,65,60,55,50
3P8X,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,646,3P8X,255,693952,2731135,,100,95,90,85,80,75,70,65,60,55,50
3TKC,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,700,3TKC,254,691004,2699004,,100,95,90,85,80,75,70,65,60,55,50
3VHW,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,725,3VHW,254,692131,2699004,,100,95,90,85,80,75,70,65,60,55,50
3VJS,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,729,3VJS,239,597939,2246839,,100,95,90,85,80,75,70,65,60,55,50
3VJT,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,730,3VJT,238,595347,2218636,,100,95,90,85,80,75,70,65,60,55,50
3VRT,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,732,3VRT,238,596005,2218636,,100,95,90,85,80,75,70,65,60,55,50
3VRU,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,733,3VRU,238,597415,2218636,,100,95,90,85,80,75,70,65,60,55,50
3VRV,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,734,3VRV,237,589493,2190670,,100,95,90,85,80,75,70,65,60,55,50
3VRW,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,735,3VRW,238,599041,2218636,,100,95,90,85,80,75,70,65,60,55,50
3VT3,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,738,3VT3,250,675540,2573000,,100,95,90,85,80,75,70,65,60,55,50
3VT4,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,739,3VT4,240,604184,2275280,,100,95,90,85,80,75,70,65,60,55,50
3VT5,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,740,3VT5,240,603161,2275280,,100,95,90,85,80,75,70,65,60,55,50
3VT6,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,741,3VT6,240,607672,2275280,,100,95,90,85,80,75,70,65,60,55,50
3VT7,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,742,3VT7,230,557802,2001460,,100,95,90,85,80,75,70,65,60,55,50
3VT8,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,743,3VT8,233,562844,2081156,,100,95,90,85,80,75,70,65,60,55,50
3VT9,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,744,3VT9,233,563116,2081156,,100,95,90,85,80,75,70,65,60,55,50
3VTB,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,745,3VTB,240,606210,2275280,,100,95,90,85,80,75,70,65,60,55,50
3VTC,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,746,3VTC,240,607007,2275280,,100,95,90,85,80,75,70,65,60,55,50
3VTD,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,747,3VTD,240,607497,2275280,,100,95,90,85,80,75,70,65,60,55,50
3W0A,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,748,3W0A,250,674583,2573000,,100,95,90,85,80,75,70,65,60,55,50
3W0C,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,749,3W0C,250,675372,2573000,,100,95,90,85,80,75,70,65,60,55,50
3W0G,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,750,3W0G,242,619126,2332880,,100,95,90,85,80,75,70,65,60,55,50
3W0H,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,751,3W0H,247,635695,2481115,,100,95,90,85,80,75,70,65,60,55,50
3W0I,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,752,3W0I,242,621473,2332880,,100,95,90,85,80,75,70,65,60,55,50
3W0J,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,753,3W0J,242,619099,2332880,,100,95,90,85,80,75,70,65,60,55,50
3W0Y,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,754,3W0Y,250,675072,2573000,,100,95,90,85,80,75,70,65,60,55,50
3W5P,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,755,3W5P,240,607777,2275280,,100,95,90,85,80,75,70,65,60,55,50
3W5Q,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,756,3W5Q,240,606081,2275280,,100,95,90,85,80,75,70,65,60,55,50
3W5R,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,757,3W5R,242,611193,2332880,,100,95,90,85,80,75,70,65,60,55,50
3W5T,A,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Vitamin_D3_Receptor,Nuclear_Receptor,Nuclear_Receptor,Nuclear_Receptor,Receptor,Vitamin_D3_Receptor,Nonsteroid,Vitamin_D3_Receptor,758,3W5T,242,610277,2332880,,100,95,90,85,80,75,70,65,60,55,50
